iso3,iso2,admin1_id,admin2_id,iu_id,location,site_id,longitude,latitude,georeliability,location_type,survey_type,year,age_start,age_end,hk_examined,hk_positive,hk_perc_highinfection,hk_perc_moderateinfection,asc_examined,asc_positive,asc_perc_highinfection,asc_perc_moderateinfection,tt_examined,tt_positive,tt_perc_highinfection,tt_perc_moderateinfection,quality,sn,hk_prevalence,asc_prevalence,tt_prevalence,sth_prevalence,shortest,id,src,dst
TZA,TZ,4797.0,46532.0,46532.0,bumera,,34.28857,-1.291617,3,ward,mapping,2018.0,,,28,7,0.0,,28,0,0.0,,28,0,0.0,,1,23137,0.25,0.0,0.0,0.2358490566037735,0.0,81,81,82
TZA,TZ,4797.0,46532.0,46532.0,bumera,,34.28857,-1.291617,3,ward,mapping,2018.0,,,30,2,0.0,,30,0,0.0,,30,0,0.0,,1,23138,0.0666666666666666,0.0,0.0,0.0628930817610062,0.0,82,82,81
TZA,TZ,4797.0,46631.0,46631.0,bunda,,33.878,-2.017053,3,ward,mapping,2018.0,,,30,2,0.0,,30,0,0.0,,30,0,0.0,,1,22899,0.0666666666666666,0.0,0.0,0.0628930817610062,0.36887106504158285,83,83,167
TZA,TZ,4797.0,46631.0,46631.0,bunda stoo,,33.86381,-2.013945,3,ward,mapping,2018.0,,,30,1,0.0,,30,0,0.0,,30,0,0.0,,1,22902,0.0333333333333333,0.0,0.0,0.0314465408805031,0.0,84,84,85
TZA,TZ,4797.0,46631.0,46631.0,bunda stoo,,33.86381,-2.013945,3,ward,mapping,2018.0,,,30,0,0.0,,30,0,0.0,,30,0,0.0,,1,22901,0.0,0.0,0.0,0.0,0.0,85,85,84
TZA,TZ,4801.0,46560.0,46560.0,bundilya,59667.0,33.337299,-2.57693,3,,,1997.0,,,118,41,,,118,0,,,118,0,,,3,15763,0.3474576271186441,0.0,0.0,0.3277902142628717,4686.308792407194,86,86,86
TZA,TZ,4791.0,46492.0,46492.0,bunena,59756.0,31.5,-2.0,3,,,0.0,,,42,2,,,42,18,,,42,14,,,3,15696,0.0476190476190476,0.4285714285714285,0.3333333333333333,0.6011209515252641,6196.278271580455,87,87,87
TZA,TZ,4791.0,46487.0,46487.0,bunena,,31.8153433,-1.3543817,3,school,sentinel site,2016.0,8.0,12.0,56,1,0.0,0.0,56,13,0.0,0.0,56,4,0.0,0.0,1,36794,0.0178571428571428,0.2321428571428571,0.0714285714285714,0.282756717916277,0.0,88,88,89
TZA,TZ,4791.0,46487.0,46487.0,bunena,,31.8153433,-1.3543817,3,school,sentinel site,2017.0,5.0,14.0,60,5,0.0,0.0,60,13,0.0,0.0,60,11,0.0,0.0,1,36795,0.0833333333333333,0.2166666666666666,0.1833333333333333,0.390177323549965,0.0,89,89,88
TZA,TZ,4791.0,46487.0,46487.0,bunena,,31.8153433,-1.3543817,3,school,sentinel site,2018.0,9.0,15.0,60,4,0.0,0.0,60,13,0.0,0.0,60,11,0.0,0.02,1,36796,0.0666666666666666,0.2166666666666666,0.1833333333333333,0.3801187980433262,0.0,90,90,88
TZA,TZ,4791.0,46488.0,46488.0,bunena,59521.0,31.812561,-1.331151,3,,,0.0,,,125,2,,,125,32,,,125,4,,,3,15683,0.016,0.256,0.032,0.2748406339622641,322.28978219604386,91,91,91
TZA,TZ,4797.0,46525.0,46525.0,bunere,,33.4069983,-2.1534583,3,school,mapping,2017.0,11.0,15.0,30,0,0.0,0.0,30,0,0.0,0.0,30,0,0.0,0.0,1,36844,0.0,0.0,0.0,0.0,5348.430930151828,92,92,92
TZA,TZ,4801.0,46563.0,46563.0,bungonya,59794.0,32.56649,-2.52897,3,,,0.0,,,160,59,,,160,0,,,160,0,,,3,15791,0.36875,0.0,0.0,0.347877358490566,0.0,93,93,94
TZA,TZ,4801.0,46563.0,46563.0,bungonya,59794.0,32.56649,-2.52897,3,,,0.0,,,47,1,,,47,0,,,0,0,,,3,15798,0.0212765957446808,0.0,,,0.0,94,94,93
TZA,TZ,4797.0,46526.0,46526.0,buruma,,33.88461,-1.729997,3,ward,mapping,2018.0,,,30,4,0.0,,30,0,0.0,,30,0,0.0,,1,22926,0.1333333333333333,0.0,0.0,0.1257861635220125,0.0,95,95,96
TZA,TZ,4797.0,46526.0,46526.0,buruma,,33.88461,-1.729997,3,ward,mapping,2018.0,,,30,0,0.0,,30,0,0.0,,30,0,0.0,,1,22925,0.0,0.0,0.0,0.0,0.0,96,96,95
TZA,TZ,4797.0,46527.0,46527.0,burungu,,33.3141117,-1.9435,3,school,mapping,2017.0,11.0,15.0,30,0,0.0,0.0,30,0,0.0,0.0,30,0,0.0,0.0,1,36943,0.0,0.0,0.0,0.0,3602.6651065837004,97,97,97
TZA,TZ,4801.0,46560.0,46560.0,busalanga,59668.0,33.5598042,-2.6456882,1,,,1997.0,,,119,50,,,119,1,,,119,0,,,3,15767,0.4201680672268907,0.0084033613445378,0.0,0.4009817023368726,5473.124126666553,98,98,98
